Time[s], data, clock, present
2.13272, 0, 0, 0
2.1332165, 0, 1, 0
2.133713, 1, 1, 0
2.1342245, 1, 0, 0
2.134721, 1, 1, 0
2.135729, 1, 0, 0
2.136225, 1, 1, 0
2.1372335, 1, 0, 0
2.1377295, 1, 1, 0
2.138738, 1, 0, 0
2.139234, 1, 1, 0
2.139731, 0, 1, 0
2.1403175, 0, 0, 0
2.140814, 0, 1, 0
2.141311, 1, 1, 0
2.141822, 1, 0, 0
2.1423185, 1, 1, 0
2.1433265, 1, 0, 0
2.143823, 1, 1, 0
2.144831, 1, 0, 0
2.1453275, 1, 1, 0
2.1463355, 1, 0, 0
2.146832, 1, 1, 0
2.1473285, 0, 1, 0
2.147902, 0, 0, 0
2.148398, 0, 1, 0
2.148895, 1, 1, 0
2.1494065, 1, 0, 0
2.1499025, 1, 1, 0
2.150911, 1, 0, 0
2.151407, 1, 1, 0
2.152415, 1, 0, 0
2.1529115, 1, 1, 0
2.1539195, 1, 0, 0
2.154416, 1, 1, 0
2.154913, 0, 1, 0
2.1554995, 0, 0, 0
2.155996, 0, 1, 0
2.1564925, 1, 1, 0
2.157004, 1, 0, 0
2.1575005, 1, 1, 0
2.1585085, 1, 0, 0
2.159005, 1, 1, 0
2.160013, 1, 0, 0
2.160509, 1, 1, 0
2.1615175, 1, 0, 0
2.1620135, 1, 1, 0
2.1625105, 0, 1, 0
2.163084, 0, 0, 0
2.16358, 0, 1, 0
2.164077, 1, 1, 0
2.1645885, 1, 0, 0
2.1650845, 1, 1, 0
2.1655815, 0, 1, 0
2.166092, 0, 0, 0
2.1665885, 0, 1, 0
2.167596, 0, 0, 0
2.1680925, 0, 1, 0
2.1685895, 1, 1, 0
2.1691005, 1, 0, 0
2.169597, 1, 1, 0
2.170094, 0, 1, 0
2.1706805, 0, 0, 0
2.171177, 0, 1, 0
2.1721845, 0, 0, 0
2.1726805, 0, 1, 0
2.1731775, 1, 1, 0
2.173689, 1, 0, 0
2.174185, 1, 1, 0
2.174682, 0, 1, 0
2.175193, 0, 0, 0
2.175689, 0, 1, 0
2.176186, 1, 1, 0
2.176697, 1, 0, 0
2.1771935, 1, 1, 0
2.1776905, 0, 1, 0
2.1782635, 0, 0, 0
2.17876, 0, 1, 0
2.179257, 1, 1, 0
2.179768, 1, 0, 0
2.1802645, 1, 1, 0
2.1812725, 1, 0, 0
2.181769, 1, 1, 0
2.182777, 1, 0, 0
2.1832735, 1, 1, 0
2.1842815, 1, 0, 0
2.184778, 1, 1, 0
2.1852745, 0, 1, 0
2.185861, 0, 0, 0
2.186357, 0, 1, 0
2.186854, 1, 1, 0
2.1873655, 1, 0, 0
2.1878615, 1, 1, 0
2.1883585, 0, 1, 0
2.1888695, 0, 0, 0
2.1893655, 0, 1, 0
2.1898625, 1, 1, 0
2.1903735, 1, 0, 0
2.19087, 1, 1, 0
2.191878, 1, 0, 0
2.1923745, 1, 1, 0
2.1934445, 1, 0, 0
2.193941, 1, 1, 0
2.194438, 0, 1, 0
2.1949485, 0, 0, 0
2.195445, 0, 1, 0
2.1959415, 1, 1, 0
2.196453, 1, 0, 0
2.1969495, 1, 1, 0
2.1979575, 1, 0, 0
2.198454, 1, 1, 0
2.199462, 1, 0, 0
2.199958, 1, 1, 0
2.2010425, 1, 0, 0
2.2015385, 1, 1, 0
2.2020355, 0, 1, 0
2.202546, 0, 0, 0
2.2030425, 0, 1, 0
2.20405, 0, 0, 0
2.2045465, 0, 1, 0
2.2050435, 1, 1, 0
2.2055545, 1, 0, 0
2.206051, 1, 1, 0
2.207059, 1, 0, 0
2.2075555, 1, 1, 0
2.208052, 0, 1, 0
2.2086255, 0, 0, 0
2.209122, 0, 1, 0
2.2101295, 0, 0, 0
2.210626, 0, 1, 0
2.2111225, 1, 1, 0
2.211634, 1, 0, 0
2.21213, 1, 1, 0
2.212627, 0, 1, 0
2.213138, 0, 0, 0
2.213634, 0, 1, 0
2.214131, 1, 1, 0
2.2146425, 1, 0, 0
2.2151385, 1, 1, 0
2.2156355, 0, 1, 0
2.2162215, 0, 0, 0
2.216718, 0, 1, 0
2.217215, 1, 1, 0
2.217726, 1, 0, 0
2.2182225, 1, 1, 0
2.2187195, 0, 1, 0
2.21923, 0, 0, 0
2.2197265, 0, 1, 0
2.220223, 1, 1, 0
2.2207345, 1, 0, 0
2.221231, 1, 1, 0
2.222239, 1, 0, 0
2.222735, 1, 1, 0
2.2238055, 1, 0, 0
2.2243015, 1, 1, 0
2.2247985, 0, 1, 0
2.2253095, 0, 0, 0
2.2258055, 0, 1, 0
2.2263025, 1, 1, 0
2.226814, 1, 0, 0
2.22731, 1, 1, 0
2.228318, 1, 0, 0
2.2288145, 1, 1, 0
2.2298225, 1, 0, 0
2.230319, 1, 1, 0
2.231403, 1, 0, 0
2.2318995, 1, 1, 0
2.2323965, 0, 1, 0
2.232907, 0, 0, 0
2.2334035, 0, 1, 0
2.234411, 0, 0, 0
2.2349075, 0, 1, 0
2.235915, 0, 0, 0
2.236411, 0, 1, 0
2.237419, 0, 0, 0
2.237915, 0, 1, 0
2.23899, 0, 0, 0
2.239486, 0, 1, 0
2.2404935, 0, 0, 0
2.24099, 0, 1, 0
2.241487, 1, 1, 0
2.241998, 1, 0, 0
2.2424945, 1, 1, 0
2.2435025, 1, 0, 0
2.243999, 1, 1, 0
2.245007, 1, 0, 0
2.2455035, 1, 1, 0
2.2465545, 1, 0, 0
2.2470505, 1, 1, 0
2.248055, 1, 0, 0
2.248551, 1, 1, 0
2.2495555, 1, 0, 0
2.2500515, 1, 1, 0
2.251056, 1, 0, 0
2.251552, 1, 1, 0
2.2525565, 1, 0, 0
2.2530525, 1, 1, 0
2.254057, 1, 0, 0
2.254553, 1, 1, 0
2.2555575, 1, 0, 0
2.2560535, 1, 1, 0
2.257058, 1, 0, 0
2.257554, 1, 1, 0
2.2585585, 1, 0, 0
2.259054, 1, 1, 0
2.260059, 1, 0, 0
2.2605545, 1, 1, 0
2.2615595, 1, 0, 0
2.262055, 1, 1, 0
2.26306, 1, 0, 0
2.2635555, 1, 1, 0
2.2645605, 1, 0, 0
2.265056, 1, 1, 0
2.266061, 1, 0, 0
2.2665565, 1, 1, 0
2.2675615, 1, 0, 0
2.268057, 1, 1, 0
2.2690615, 1, 0, 0
2.2695575, 1, 1, 0
2.270562, 1, 0, 0
2.271058, 1, 1, 0
2.2720625, 1, 0, 0
2.2725585, 1, 1, 0
2.273563, 1, 0, 0
2.274059, 1, 1, 0
2.2750635, 1, 0, 0
2.2755595, 1, 1, 0
2.276564, 1, 0, 0
2.27706, 1, 1, 0
2.2780645, 1, 0, 0
2.2785605, 1, 1, 0
2.279565, 1, 0, 0
2.280061, 1, 1, 0
2.2810655, 1, 0, 0
2.2815615, 1, 1, 0
2.282566, 1, 0, 0
2.283062, 1, 1, 0
2.2840665, 1, 0, 0
2.284562, 1, 1, 0
2.285567, 1, 0, 0
2.2860625, 1, 1, 0
2.2870675, 1, 0, 0
2.287563, 1, 1, 0
2.288568, 1, 0, 0
2.2890635, 1, 1, 0
2.2900685, 1, 0, 0
2.290564, 1, 1, 0
2.291569, 1, 0, 0
2.2920645, 1, 1, 0
2.293069, 1, 0, 0
2.293565, 1, 1, 0
2.2945695, 1, 0, 0
2.2950655, 1, 1, 0
2.29607, 1, 0, 0
2.296566, 1, 1, 0
2.2975705, 1, 0, 0
2.2980665, 1, 1, 0
2.299071, 1, 0, 0
2.299567, 1, 1, 0
2.3005715, 1, 0, 0
2.3010675, 1, 1, 0
2.302072, 1, 0, 0
2.302568, 1, 1, 0
2.3035725, 1, 0, 0
2.3040685, 1, 1, 0
2.305073, 1, 0, 0
2.305569, 1, 1, 0
2.3065735, 1, 0, 0
2.3070695, 1, 1, 0
2.308074, 1, 0, 0
2.30857, 1, 1, 0
2.3095745, 1, 0, 0
2.31007, 1, 1, 0
2.311075, 1, 0, 0
2.3115705, 1, 1, 0
2.3125755, 1, 0, 0
2.313071, 1, 1, 0
2.314076, 1, 0, 0
2.3145715, 1, 1, 0
2.3155765, 1, 0, 0
2.316072, 1, 1, 0
2.317077, 1, 0, 0
2.3175725, 1, 1, 0
2.318577, 1, 0, 0
2.319073, 1, 1, 0
2.3200775, 1, 0, 0
2.3205735, 1, 1, 0
2.321578, 1, 0, 0
2.322074, 1, 1, 0
2.3230785, 1, 0, 0
2.3235745, 1, 1, 0
2.324579, 1, 0, 0
2.325075, 1, 1, 0
2.3260795, 1, 0, 0
2.3265755, 1, 1, 0
2.32758, 1, 0, 0
2.328076, 1, 1, 0
2.3290805, 1, 0, 0
2.3295765, 1, 1, 0
2.330581, 1, 0, 0
2.331077, 1, 1, 0
2.3320815, 1, 0, 0
2.3325775, 1, 1, 0
2.333582, 1, 0, 0
2.3340775, 1, 1, 0
2.3350825, 1, 0, 0
2.335578, 1, 1, 0
2.336583, 1, 0, 0
2.3370785, 1, 1, 0
2.3380835, 1, 0, 0
2.338579, 1, 1, 0
2.339584, 1, 0, 0
2.3400795, 1, 1, 0
2.3410845, 1, 0, 0
2.34158, 1, 1, 0
2.3425845, 1, 0, 0
2.3430805, 1, 1, 0
2.344085, 1, 0, 0
2.344581, 1, 1, 0
2.3455855, 1, 0, 0
2.3460815, 1, 1, 0
2.347086, 1, 0, 0
2.347582, 1, 1, 0
2.3485865, 1, 0, 0
2.3490825, 1, 1, 0
2.350087, 1, 0, 0
2.350583, 1, 1, 0
2.3515875, 1, 0, 0
2.3520835, 1, 1, 0
2.353088, 1, 0, 0
2.353584, 1, 1, 0
2.3545885, 1, 0, 0
2.3550845, 1, 1, 0
2.356089, 1, 0, 0
2.356585, 1, 1, 0
2.3575895, 1, 0, 0
2.3580855, 1, 1, 0
2.35909, 1, 0, 0
2.3595855, 1, 1, 0
2.3605905, 1, 0, 0
2.361086, 1, 1, 0
2.362091, 1, 0, 0
2.3625865, 1, 1, 0
2.3635915, 1, 0, 0
2.364087, 1, 1, 0
2.365092, 1, 0, 0
2.3655875, 1, 1, 0
2.3665925, 1, 0, 0
2.367088, 1, 1, 0
2.3680925, 1, 0, 0
2.3685885, 1, 1, 0
2.369593, 1, 0, 0
2.370089, 1, 1, 0
2.3710935, 1, 0, 0
2.3715895, 1, 1, 0
2.372594, 1, 0, 0
2.37309, 1, 1, 0
2.3740945, 1, 0, 0
2.3745905, 1, 1, 0
2.375595, 1, 0, 0
2.376091, 1, 1, 0
2.3770955, 1, 0, 0
2.3775915, 1, 1, 0
2.378596, 1, 0, 0
2.379092, 1, 1, 0
2.3800965, 1, 0, 0
2.3805925, 1, 1, 0
2.381597, 1, 0, 0
2.382093, 1, 1, 0
2.3830975, 1, 0, 0
2.383593, 1, 1, 0
2.384598, 1, 0, 0
2.3850935, 1, 1, 0
2.3860985, 1, 0, 0
2.386594, 1, 1, 0
2.387599, 1, 0, 0
2.3880945, 1, 1, 0
2.3890995, 1, 0, 0
2.389595, 1, 1, 0
2.3906, 1, 0, 0
2.3910955, 1, 1, 0
2.3921, 1, 0, 0
2.392596, 1, 1, 0
2.3936005, 1, 0, 0
2.3940965, 1, 1, 0
2.395101, 1, 0, 0
2.395597, 1, 1, 0
2.3966015, 1, 0, 0
2.3970975, 1, 1, 0
2.398102, 1, 0, 0
2.398598, 1, 1, 0
2.3996025, 1, 0, 0
2.4000985, 1, 1, 0
2.401103, 1, 0, 0
2.401599, 1, 1, 0
2.4026035, 1, 0, 0
2.4030995, 1, 1, 0
2.404104, 1, 0, 0
2.4046, 1, 1, 0
2.4056045, 1, 0, 0
2.4061005, 1, 1, 0
2.407105, 1, 0, 0
2.407601, 1, 1, 0
2.4086055, 1, 0, 0
2.409101, 1, 1, 0
2.410106, 1, 0, 0
2.4106015, 1, 1, 0
2.4116065, 1, 0, 0
2.412102, 1, 1, 0
2.413107, 1, 0, 0
2.4136025, 1, 1, 0
2.4146075, 1, 0, 0
2.415103, 1, 1, 0
2.416108, 1, 0, 0
2.4166035, 1, 1, 0
2.417608, 1, 0, 0
2.418104, 1, 1, 0
2.4191085, 1, 0, 0
2.4196045, 1, 1, 0
2.420609, 1, 0, 0
2.421105, 1, 1, 0
2.4221095, 1, 0, 0
2.4226055, 1, 1, 0
2.42361, 1, 0, 0
2.424106, 1, 1, 0
2.4251105, 1, 0, 0
2.4256065, 1, 1, 0
2.426611, 1, 0, 0
2.427107, 1, 1, 0
2.4281115, 1, 0, 0
2.4286075, 1, 1, 0
2.429612, 1, 0, 0
2.430108, 1, 1, 0
2.4311125, 1, 0, 0
2.4316085, 1, 1, 0
2.432613, 1, 0, 0
2.4331085, 1, 1, 0
2.4341135, 1, 0, 0
2.434609, 1, 1, 0
2.435614, 1, 0, 0
2.4361095, 1, 1, 0
2.4371145, 1, 0, 0
2.43761, 1, 1, 0
2.438615, 1, 0, 0
2.4391105, 1, 1, 0
2.4401155, 1, 0, 0
2.440611, 1, 1, 0
2.4416155, 1, 0, 0
2.4421115, 1, 1, 0
2.443116, 1, 0, 0
2.443612, 1, 1, 0
2.4446165, 1, 0, 0
2.4451125, 1, 1, 0
2.446117, 1, 0, 0
2.446613, 1, 1, 0
2.4476175, 1, 0, 0
2.4481135, 1, 1, 0
2.449118, 1, 0, 0
2.449614, 1, 1, 0
2.452739, 1, 1, 1
